id_estudiante,nombre,apellido,edad,genero,carrera,semestre,email,telefono,calificaciones_anteriores,asistencia_porcentaje,participacion_clase,horas_estudio_semanal,nivel_socioeconomico,rendimiento_riesgo,nota_matematicas,nota_ciencias,nota_lenguaje,nota_historia,promedio_general,creditos_aprobados,creditos_totales,fecha_ingreso,estado_academico,motivo_riesgo
692,Javiera,Silva,26,F,Ingeniería,7,javiera.silva@universidad.edu,555-0692,6.13,98,1,10,Alto,0,6.5,6.1,6.1,6.0,6.2,105,140,2022-07-17,Condicional,
693,Amparo,Hernández,18,F,Medicina,4,amparo.hernández@universidad.edu,555-0693,5.0,77,4,1,Bajo,1,4.6,5.5,5.1,5.1,5.1,54,80,2024-01-18,En Riesgo,Problemas familiares
694,Valentina,Ruiz,24,F,Medicina,6,valentina.ruiz@universidad.edu,555-0694,4.8,86,1,6,Bajo,1,4.7,4.3,4.4,5.0,4.6,90,120,2023-01-18,En Riesgo,
695,Julieta,Hernández,22,F,Ingeniería,6,julieta.hernández@universidad.edu,555-0695,9.47,95,2,23,Medio,0,9.8,9.4,10.0,9.0,9.6,84,120,2023-01-18,Activo,
696,Florencia,Pérez,23,F,Arquitectura,1,florencia.pérez@universidad.edu,555-0696,7.99,85,4,1,Medio,0,8.0,8.4,7.9,7.6,8.0,14,20,2025-07-16,Activo,
697,Antonella,Torres,20,F,Medicina,3,antonella.torres@universidad.edu,555-0697,5.9,63,1,24,Alto,1,6.2,6.0,6.2,5.4,5.9,45,60,2024-07-16,En Riesgo,Bajo rendimiento académico
698,Maximiliano,Vargas,26,M,Administración,1,maximiliano.vargas@universidad.edu,555-0698,9.11,97,2,25,Alto,0,8.7,9.6,9.1,9.3,9.2,15,20,2025-07-16,Activo,
699,Florencia,Guerrero,25,F,Educación,2,florencia.guerrero@universidad.edu,555-0699,6.29,59,2,10,Bajo,1,6.1,6.8,6.2,6.5,6.4,30,40,2025-01-17,En Riesgo,Problemas familiares
700,Mariana,Romero,19,F,Arte,4,mariana.romero@universidad.edu,555-0700,7.05,68,4,19,Bajo,0,7.2,7.5,7.5,6.7,7.2,57,80,2024-01-18,Activo,
701,Emilio,Vega,25,M,Ingeniería,7,emilio.vega@universidad.edu,555-0701,8.83,81,5,13,Medio,0,9.1,9.3,8.5,9.3,9.1,86,140,2022-07-17,Activo,
702,Patricia,Guerrero,26,F,Arquitectura,5,patricia.guerrero@universidad.edu,555-0702,5.35,86,3,1,Bajo,1,5.0,5.1,5.4,5.7,5.3,55,100,2023-07-17,En Riesgo,Pocas horas de estudio
703,Renata,Morales,18,F,Psicología,4,renata.morales@universidad.edu,555-0703,7.87,73,4,5,Alto,0,8.3,7.9,8.3,7.7,8.1,60,80,2024-01-18,Activo,
704,Nicolás,Jiménez,26,M,Administración,8,nicolás.jiménez@universidad.edu,555-0704,9.76,58,5,22,Bajo,0,9.7,10.0,9.4,9.9,9.8,120,160,2022-01-18,Condicional,
705,Regina,Herrera,19,F,Enfermería,2,regina.herrera@universidad.edu,555-0705,5.39,98,1,10,Medio,1,5.0,5.7,5.5,5.3,5.4,28,40,2025-01-17,En Riesgo,Baja asistencia
706,Ignacio,Pérez,25,M,Derecho,8,ignacio.pérez@universidad.edu,555-0706,8.3,91,1,1,Medio,0,8.1,8.2,8.2,8.6,8.3,120,160,2022-01-18,Activo,
707,Valentina,Ramírez,22,F,Administración,8,valentina.ramírez@universidad.edu,555-0707,8.99,97,5,1,Bajo,0,9.4,9.5,9.4,9.0,9.3,120,160,2022-01-18,Activo,
708,Florencia,García,25,F,Arte,3,florencia.garcía@universidad.edu,555-0708,4.49,72,3,19,Alto,0,4.5,4.1,4.7,4.5,4.5,45,60,2024-07-16,Activo,
709,Camila,Mendoza,25,F,Arquitectura,5,camila.mendoza@universidad.edu,555-0709,7.37,97,5,13,Medio,0,7.0,7.3,7.7,7.6,7.4,70,100,2023-07-17,Activo,
710,Vicente,Pérez,23,M,Ingeniería,6,vicente.pérez@universidad.edu,555-0710,6.52,51,2,21,Medio,1,7.0,6.7,6.4,7.0,6.8,81,120,2023-01-18,En Riesgo,Pocas horas de estudio
711,Joaquín,Hernández,24,M,Educación,8,joaquín.hernández@universidad.edu,555-0711,4.35,51,3,15,Medio,1,4.5,4.1,4.0,4.6,4.3,100,160,2022-01-18,En Riesgo,Bajo rendimiento académico
712,Sebastián,Ortega,22,M,Educación,1,sebastián.ortega@universidad.edu,555-0712,8.57,59,4,17,Alto,0,9.0,8.5,9.0,8.3,8.7,14,20,2025-07-16,Activo,
713,Ana,Ruiz,23,F,Ingeniería,3,ana.ruiz@universidad.edu,555-0713,8.44,97,4,18,Alto,0,8.2,8.8,8.1,8.9,8.5,38,60,2024-07-16,Activo,
714,Matías,Moreno,21,M,Arte,4,matías.moreno@universidad.edu,555-0714,5.18,63,3,17,Bajo,1,5.4,5.6,5.0,5.0,5.2,60,80,2024-01-18,En Riesgo,Baja participación
715,Esteban,Rodríguez,23,M,Arquitectura,2,esteban.rodríguez@universidad.edu,555-0715,5.2,55,2,14,Medio,1,5.6,5.6,5.0,5.3,5.4,24,40,2025-01-17,En Riesgo,Baja participación
716,Benjamín,Ruiz,23,M,Ingeniería,7,benjamín.ruiz@universidad.edu,555-0716,7.29,99,4,2,Bajo,0,7.0,7.0,7.8,7.3,7.3,88,140,2022-07-17,Activo,
717,Nicolás,Vega,25,M,Derecho,4,nicolás.vega@universidad.edu,555-0717,5.42,63,2,15,Alto,1,5.3,5.7,5.9,5.1,5.5,60,80,2024-01-18,En Riesgo,Pocas horas de estudio
718,Sebastián,Hernández,26,M,Psicología,5,sebastián.hernández@universidad.edu,555-0718,7.73,99,2,12,Alto,0,7.8,8.1,7.3,7.3,7.6,69,100,2023-07-17,Condicional,
719,Mariana,García,23,F,Economía,8,mariana.garcía@universidad.edu,555-0719,7.57,83,4,8,Medio,0,7.3,7.4,7.5,7.7,7.5,120,160,2022-01-18,Activo,
720,María,Vargas,21,F,Derecho,8,maría.vargas@universidad.edu,555-0720,8.7,82,4,4,Bajo,0,8.8,8.9,8.8,8.8,8.8,107,160,2022-01-18,Activo,
721,Camila,Vargas,25,F,Derecho,7,camila.vargas@universidad.edu,555-0721,8.77,66,5,25,Bajo,0,8.4,8.9,8.9,8.7,8.7,105,140,2022-07-17,Activo,
722,José,Flores,23,M,Arte,4,josé.flores@universidad.edu,555-0722,6.14,79,2,10,Alto,0,6.4,6.5,6.2,6.4,6.4,51,80,2024-01-18,Activo,
723,Esteban,Ramírez,26,M,Derecho,8,esteban.ramírez@universidad.edu,555-0723,5.29,97,5,18,Alto,0,5.6,5.5,5.4,5.7,5.5,120,160,2022-01-18,Activo,
724,Cristóbal,Moreno,21,M,Ingeniería,4,cristóbal.moreno@universidad.edu,555-0724,4.03,61,4,6,Bajo,1,4.4,4.0,4.2,4.4,4.2,60,80,2024-01-18,En Riesgo,Pocas horas de estudio
725,Mariana,Guerrero,24,F,Medicina,4,mariana.guerrero@universidad.edu,555-0725,6.22,83,2,19,Alto,0,5.9,6.1,6.1,6.4,6.1,43,80,2024-01-18,Activo,
726,Julieta,Flores,22,F,Psicología,6,julieta.flores@universidad.edu,555-0726,5.07,92,4,16,Bajo,0,5.4,5.0,5.0,5.1,5.1,90,120,2023-01-18,Activo,
727,Benjamín,Silva,21,M,Educación,3,benjamín.silva@universidad.edu,555-0727,7.88,63,5,11,Medio,0,7.5,7.4,8.1,7.9,7.7,32,60,2024-07-16,Activo,
728,Benjamín,Rodríguez,19,M,Enfermería,5,benjamín.rodríguez@universidad.edu,555-0728,6.84,63,2,16,Alto,1,7.1,6.8,6.9,6.5,6.8,75,100,2023-07-17,En Riesgo,Problemas económicos
729,Miguel,Romero,23,M,Arte,4,miguel.romero@universidad.edu,555-0729,5.66,80,1,24,Medio,1,5.4,5.6,5.7,5.6,5.6,46,80,2024-01-18,En Riesgo,Problemas económicos
730,Roberto,Pérez,21,M,Enfermería,3,roberto.pérez@universidad.edu,555-0730,6.57,60,2,23,Bajo,1,6.9,6.7,6.1,7.1,6.7,45,60,2024-07-16,En Riesgo,Baja asistencia
731,Lucía,Vega,23,F,Arquitectura,3,lucía.vega@universidad.edu,555-0731,6.7,58,3,9,Bajo,0,6.3,6.9,6.3,6.5,6.5,43,60,2024-07-16,Condicional,
732,Ignacio,Ruiz,24,M,Arte,1,ignacio.ruiz@universidad.edu,555-0732,5.58,79,1,4,Medio,1,5.8,5.1,5.8,5.8,5.6,15,20,2025-07-16,En Riesgo,Problemas familiares
733,Joaquín,Castro,25,M,Ingeniería,3,joaquín.castro@universidad.edu,555-0733,4.25,94,5,5,Medio,1,4.0,4.3,4.0,4.0,4.1,45,60,2024-07-16,En Riesgo,Pocas horas de estudio
734,Esteban,Medina,25,M,Psicología,6,esteban.medina@universidad.edu,555-0734,5.84,72,1,17,Alto,1,5.7,6.3,5.7,6.3,6.0,87,120,2023-01-18,En Riesgo,Pocas horas de estudio
735,José,Ramírez,18,M,Ingeniería,7,josé.ramírez@universidad.edu,555-0735,8.25,76,1,8,Medio,0,8.5,8.6,8.3,7.8,8.3,74,140,2022-07-17,Activo,
736,Laura,Morales,20,F,Arte,5,laura.morales@universidad.edu,555-0736,5.17,54,5,7,Alto,1,4.7,5.1,5.1,4.7,4.9,75,100,2023-07-17,En Riesgo,Problemas familiares
737,Fernando,Herrera,23,M,Economía,6,fernando.herrera@universidad.edu,555-0737,8.44,57,3,13,Bajo,0,8.1,8.1,8.7,8.0,8.2,80,120,2023-01-18,Activo,
738,Ana,Castillo,25,F,Economía,1,ana.castillo@universidad.edu,555-0738,8.1,77,3,16,Medio,0,8.3,8.4,7.7,7.8,8.1,15,20,2025-07-16,Activo,
739,Mariana,Hernández,22,F,Ingeniería,3,mariana.hernández@universidad.edu,555-0739,6.16,68,1,22,Alto,1,5.9,5.8,6.2,6.6,6.1,34,60,2024-07-16,En Riesgo,Baja participación
740,Fernando,Silva,22,M,Derecho,7,fernando.silva@universidad.edu,555-0740,6.42,91,4,24,Bajo,0,6.2,6.9,6.6,6.7,6.6,105,140,2022-07-17,Activo,
741,Santiago,Ramos,18,M,Administración,7,santiago.ramos@universidad.edu,555-0741,9.09,81,1,11,Medio,0,9.0,9.2,9.0,8.7,9.0,105,140,2022-07-17,Condicional,
742,Lucía,Sánchez,21,F,Medicina,5,lucía.sánchez@universidad.edu,555-0742,6.92,64,3,10,Alto,0,7.1,7.1,6.9,7.2,7.1,75,100,2023-07-17,Activo,
743,Natalia,Jiménez,25,F,Arte,4,natalia.jiménez@universidad.edu,555-0743,6.43,55,2,6,Alto,1,6.0,6.4,6.9,6.1,6.3,47,80,2024-01-18,En Riesgo,Baja asistencia
744,José,González,24,M,Educación,1,josé.gonzález@universidad.edu,555-0744,5.04,54,4,6,Bajo,1,5.4,4.9,4.7,5.0,5.0,15,20,2025-07-16,En Riesgo,Bajo rendimiento académico
745,Mariana,Ramos,22,F,Derecho,7,mariana.ramos@universidad.edu,555-0745,6.76,94,2,10,Medio,0,6.8,7.0,7.0,6.6,6.8,105,140,2022-07-17,Activo,
746,Alejandro,Delgado,26,M,Derecho,1,alejandro.delgado@universidad.edu,555-0746,4.56,63,2,3,Bajo,1,4.4,4.7,4.9,4.9,4.7,15,20,2025-07-16,En Riesgo,Baja asistencia
747,Natalia,Delgado,18,F,Educación,8,natalia.delgado@universidad.edu,555-0747,8.01,51,3,4,Medio,1,8.3,8.4,8.0,7.8,8.1,94,160,2022-01-18,En Riesgo,Bajo rendimiento académico
748,Rodrigo,Castro,23,M,Derecho,7,rodrigo.castro@universidad.edu,555-0748,6.75,97,5,25,Alto,0,7.1,7.0,7.1,6.7,7.0,105,140,2022-07-17,Activo,
749,Julieta,Flores,22,F,Derecho,7,julieta.flores@universidad.edu,555-0749,4.52,96,1,9,Bajo,1,4.9,4.8,4.6,4.1,4.6,105,140,2022-07-17,En Riesgo,Bajo rendimiento académico
750,Vicente,Flores,18,M,Ingeniería,2,vicente.flores@universidad.edu,555-0750,6.28,91,1,24,Medio,0,6.1,6.7,6.3,5.9,6.2,30,40,2025-01-17,Activo,
751,Ignacio,Flores,25,M,Administración,3,ignacio.flores@universidad.edu,555-0751,9.89,59,4,5,Alto,1,10.0,10.0,10.0,10.0,10.0,39,60,2024-07-16,En Riesgo,Baja asistencia
752,Carlos,Castro,20,M,Educación,1,carlos.castro@universidad.edu,555-0752,7.38,66,5,4,Medio,1,7.0,7.8,6.9,7.4,7.3,14,20,2025-07-16,En Riesgo,Bajo rendimiento académico
753,Emilio,Ramírez,19,M,Educación,1,emilio.ramírez@universidad.edu,555-0753,4.73,67,1,9,Alto,1,4.9,4.3,4.4,5.0,4.7,10,20,2025-07-16,En Riesgo,
754,Lucía,Sánchez,26,F,Economía,6,lucía.sánchez@universidad.edu,555-0754,6.34,58,4,12,Bajo,0,6.8,6.0,6.2,6.0,6.2,90,120,2023-01-18,Activo,
755,Esperanza,Vega,20,F,Derecho,6,esperanza.vega@universidad.edu,555-0755,6.26,97,5,18,Medio,0,6.1,6.7,5.9,6.1,6.2,90,120,2023-01-18,Condicional,
756,Constanza,Delgado,20,F,Enfermería,2,constanza.delgado@universidad.edu,555-0756,4.43,96,5,7,Bajo,1,4.5,4.2,4.1,4.1,4.2,30,40,2025-01-17,En Riesgo,Baja asistencia
757,José,Guerrero,25,M,Economía,7,josé.guerrero@universidad.edu,555-0757,6.54,71,4,10,Alto,0,7.0,6.9,6.2,6.9,6.8,105,140,2022-07-17,Activo,
758,Joaquín,Moreno,23,M,Ingeniería,2,joaquín.moreno@universidad.edu,555-0758,4.61,61,4,5,Bajo,1,4.1,4.1,4.8,4.2,4.3,23,40,2025-01-17,En Riesgo,
759,Sebastián,García,18,M,Derecho,6,sebastián.garcía@universidad.edu,555-0759,4.65,66,3,17,Alto,1,4.6,5.0,4.9,4.3,4.7,90,120,2023-01-18,En Riesgo,
760,María,Pérez,22,F,Ingeniería,3,maría.pérez@universidad.edu,555-0760,4.3,80,2,18,Bajo,1,4.2,4.4,4.4,4.0,4.2,45,60,2024-07-16,En Riesgo,
761,María,Romero,22,F,Ingeniería,5,maría.romero@universidad.edu,555-0761,8.25,88,4,15,Medio,0,8.5,7.9,8.1,8.0,8.1,61,100,2023-07-17,Activo,
762,Esperanza,Castro,25,F,Educación,8,esperanza.castro@universidad.edu,555-0762,9.61,64,2,14,Medio,1,9.5,9.2,9.6,10.0,9.6,87,160,2022-01-18,En Riesgo,Pocas horas de estudio
763,Mariana,Rojas,25,F,Arte,3,mariana.rojas@universidad.edu,555-0763,9.43,70,5,20,Medio,0,9.3,9.4,9.5,9.0,9.3,45,60,2024-07-16,Condicional,
764,Maximiliano,Aguilar,21,M,Medicina,6,maximiliano.aguilar@universidad.edu,555-0764,4.88,68,5,16,Medio,1,4.7,4.8,4.5,4.9,4.7,82,120,2023-01-18,En Riesgo,Baja participación
765,Alejandro,Ramos,19,M,Enfermería,7,alejandro.ramos@universidad.edu,555-0765,8.76,96,4,19,Alto,0,9.1,8.8,8.3,8.9,8.8,84,140,2022-07-17,Activo,
766,Lucía,Flores,20,F,Medicina,3,lucía.flores@universidad.edu,555-0766,9.87,85,1,18,Medio,0,10.0,10.0,10.0,9.8,9.9,45,60,2024-07-16,Activo,
767,Benjamín,Aguilar,19,M,Economía,7,benjamín.aguilar@universidad.edu,555-0767,6.73,51,5,8,Bajo,0,6.4,7.1,7.2,7.0,6.9,105,140,2022-07-17,Activo,
768,Santiago,Flores,23,M,Educación,2,santiago.flores@universidad.edu,555-0768,7.08,51,5,8,Alto,0,7.4,6.8,6.7,7.4,7.1,26,40,2025-01-17,Activo,
769,Rodrigo,Castillo,22,M,Ingeniería,6,rodrigo.castillo@universidad.edu,555-0769,4.89,86,2,22,Alto,1,5.3,4.9,4.9,4.6,4.9,90,120,2023-01-18,En Riesgo,Baja participación
770,Fernando,Vargas,23,M,Educación,6,fernando.vargas@universidad.edu,555-0770,7.91,90,4,17,Bajo,0,7.8,7.8,7.9,8.4,8.0,85,120,2023-01-18,Activo,
771,Constanza,Aguilar,25,F,Derecho,4,constanza.aguilar@universidad.edu,555-0771,9.1,97,2,11,Alto,0,9.4,9.0,8.7,9.6,9.2,42,80,2024-01-18,Condicional,
772,Isabella,Ramírez,26,F,Educación,6,isabella.ramírez@universidad.edu,555-0772,6.27,54,2,20,Alto,1,6.0,6.3,6.6,6.0,6.2,66,120,2023-01-18,En Riesgo,Baja asistencia
773,Esperanza,Ramírez,24,F,Administración,5,esperanza.ramírez@universidad.edu,555-0773,8.75,74,2,13,Bajo,0,9.2,8.4,9.0,8.9,8.9,67,100,2023-07-17,Activo,
774,Mariana,Ramos,19,F,Arquitectura,7,mariana.ramos@universidad.edu,555-0774,8.13,95,1,12,Alto,0,8.5,8.4,8.0,8.4,8.3,105,140,2022-07-17,Activo,
775,Vicente,Ortega,25,M,Educación,7,vicente.ortega@universidad.edu,555-0775,5.04,66,5,17,Bajo,1,5.0,4.7,4.7,5.5,5.0,105,140,2022-07-17,En Riesgo,Problemas económicos
776,Isidora,Castillo,19,F,Arte,2,isidora.castillo@universidad.edu,555-0776,4.13,84,3,22,Bajo,0,4.5,4.2,4.0,4.5,4.3,24,40,2025-01-17,Activo,
777,Patricia,Hernández,18,F,Economía,1,patricia.hernández@universidad.edu,555-0777,6.53,54,4,4,Medio,1,6.7,6.7,6.2,7.0,6.7,14,20,2025-07-16,En Riesgo,Bajo rendimiento académico
778,Javiera,Mendoza,20,F,Derecho,3,javiera.mendoza@universidad.edu,555-0778,7.22,94,3,20,Medio,0,6.8,7.1,7.4,7.6,7.2,39,60,2024-07-16,Activo,
779,Isabella,García,22,F,Enfermería,1,isabella.garcía@universidad.edu,555-0779,8.93,53,2,6,Medio,1,8.7,9.2,8.8,9.1,8.9,15,20,2025-07-16,En Riesgo,Pocas horas de estudio
780,Antonella,Rojas,19,F,Psicología,3,antonella.rojas@universidad.edu,555-0780,7.95,68,2,1,Medio,1,7.5,7.5,7.7,7.5,7.5,45,60,2024-07-16,En Riesgo,Pocas horas de estudio
781,Miguel,Herrera,21,M,Economía,8,miguel.herrera@universidad.edu,555-0781,5.03,51,1,13,Bajo,1,5.0,4.9,5.4,4.8,5.0,106,160,2022-01-18,En Riesgo,
782,Cristóbal,Vargas,21,M,Derecho,6,cristóbal.vargas@universidad.edu,555-0782,9.21,72,5,24,Medio,0,8.9,9.6,9.0,9.1,9.2,90,120,2023-01-18,Activo,
783,Ignacio,Medina,21,M,Derecho,5,ignacio.medina@universidad.edu,555-0783,6.67,52,2,1,Alto,1,6.9,6.8,7.1,6.6,6.8,75,100,2023-07-17,En Riesgo,Baja asistencia
784,Isabella,Medina,18,F,Economía,7,isabella.medina@universidad.edu,555-0784,9.51,82,1,2,Medio,0,9.5,9.4,9.2,9.7,9.4,76,140,2022-07-17,Condicional,
785,Diego,Delgado,24,M,Administración,6,diego.delgado@universidad.edu,555-0785,8.36,55,4,25,Alto,0,8.4,7.9,8.0,8.4,8.2,90,120,2023-01-18,Activo,
786,Benjamín,Jiménez,26,M,Derecho,4,benjamín.jiménez@universidad.edu,555-0786,8.87,67,2,15,Medio,1,8.8,8.5,8.7,8.8,8.7,50,80,2024-01-18,En Riesgo,
787,Fernando,Castillo,19,M,Arte,7,fernando.castillo@universidad.edu,555-0787,6.5,73,2,18,Bajo,0,6.8,6.7,6.0,6.6,6.5,73,140,2022-07-17,Activo,
788,Emilio,Pérez,18,M,Derecho,8,emilio.pérez@universidad.edu,555-0788,8.01,84,4,11,Medio,0,7.6,7.6,7.9,8.4,7.9,120,160,2022-01-18,Activo,
789,Santiago,Vega,19,M,Ingeniería,5,santiago.vega@universidad.edu,555-0789,6.45,73,3,16,Alto,0,6.0,6.2,6.5,6.4,6.3,52,100,2023-07-17,Activo,
790,Nicolás,Flores,22,M,Arquitectura,4,nicolás.flores@universidad.edu,555-0790,8.91,56,1,20,Bajo,1,9.0,9.2,8.8,8.7,8.9,60,80,2024-01-18,En Riesgo,
791,Antonella,Romero,21,F,Derecho,5,antonella.romero@universidad.edu,555-0791,6.93,52,3,4,Medio,1,7.3,7.0,7.4,7.0,7.2,72,100,2023-07-17,En Riesgo,Problemas familiares
792,Carmen,López,20,F,Derecho,4,carmen.lópez@universidad.edu,555-0792,5.2,61,4,22,Medio,1,5.6,5.6,5.6,5.6,5.6,60,80,2024-01-18,En Riesgo,Bajo rendimiento académico
793,Vicente,Martínez,25,M,Ingeniería,8,vicente.martínez@universidad.edu,555-0793,6.65,97,3,11,Bajo,0,6.3,6.3,6.5,6.3,6.4,96,160,2022-01-18,Condicional,
794,Nicolás,Romero,19,M,Psicología,3,nicolás.romero@universidad.edu,555-0794,7.15,66,3,25,Bajo,0,7.6,7.0,7.3,7.2,7.3,40,60,2024-07-16,Activo,
795,Florencia,Rojas,25,F,Derecho,2,florencia.rojas@universidad.edu,555-0795,6.82,63,4,11,Bajo,0,6.9,7.2,6.7,6.6,6.8,30,40,2025-01-17,Activo,
796,Mateo,Castillo,25,M,Arquitectura,5,mateo.castillo@universidad.edu,555-0796,4.38,73,5,14,Medio,0,4.1,4.2,4.1,4.2,4.2,75,100,2023-07-17,Activo,
797,Carmen,Delgado,19,F,Psicología,2,carmen.delgado@universidad.edu,555-0797,8.84,59,1,22,Medio,1,9.2,8.5,9.1,8.4,8.8,24,40,2025-01-17,En Riesgo,Pocas horas de estudio
798,Isidora,Aguilar,21,F,Educación,3,isidora.aguilar@universidad.edu,555-0798,7.5,89,2,18,Bajo,0,7.8,7.7,8.0,7.2,7.7,34,60,2024-07-16,Condicional,
799,Constanza,Vega,23,F,Economía,2,constanza.vega@universidad.edu,555-0799,6.27,76,5,20,Medio,0,6.0,6.1,6.2,6.3,6.2,30,40,2025-01-17,Activo,
800,Isabella,González,22,F,Enfermería,2,isabella.gonzález@universidad.edu,555-0800,8.75,81,2,1,Bajo,0,9.0,8.5,8.8,8.4,8.7,30,40,2025-01-17,Activo,
801,Santiago,López,22,M,Economía,2,santiago.lópez@universidad.edu,555-0801,5.62,73,3,1,Bajo,1,5.8,5.8,5.7,5.9,5.8,30,40,2025-01-17,En Riesgo,Pocas horas de estudio
802,Vicente,Rodríguez,24,M,Enfermería,3,vicente.rodríguez@universidad.edu,555-0802,5.0,76,1,14,Bajo,1,5.2,4.7,4.6,5.5,5.0,45,60,2024-07-16,En Riesgo,Problemas económicos
803,Valeria,Rojas,22,F,Medicina,1,valeria.rojas@universidad.edu,555-0803,6.35,81,1,10,Medio,0,6.8,6.6,6.4,6.0,6.4,15,20,2025-07-16,Activo,
804,Camila,Castro,18,F,Ingeniería,4,camila.castro@universidad.edu,555-0804,5.73,58,5,17,Bajo,1,6.0,5.8,5.9,5.7,5.9,60,80,2024-01-18,En Riesgo,Pocas horas de estudio
805,Lucía,Morales,20,F,Economía,1,lucía.morales@universidad.edu,555-0805,6.41,58,5,9,Medio,0,6.4,6.7,6.7,6.0,6.5,15,20,2025-07-16,Activo,
806,Cristóbal,Morales,20,M,Arquitectura,7,cristóbal.morales@universidad.edu,555-0806,9.09,62,5,13,Alto,0,9.0,8.8,9.3,9.0,9.0,105,140,2022-07-17,Activo,
807,Agustín,Vargas,25,M,Ingeniería,4,agustín.vargas@universidad.edu,555-0807,8.6,74,2,21,Bajo,0,8.1,8.7,8.4,8.5,8.4,60,80,2024-01-18,Activo,
808,Daniela,Mendoza,20,F,Medicina,2,daniela.mendoza@universidad.edu,555-0808,8.65,67,1,22,Medio,1,8.5,8.2,8.9,8.8,8.6,22,40,2025-01-17,En Riesgo,Baja asistencia
809,Florencia,Guerrero,20,F,Ingeniería,7,florencia.guerrero@universidad.edu,555-0809,4.48,79,2,17,Alto,1,4.9,4.2,4.1,4.8,4.5,82,140,2022-07-17,En Riesgo,Problemas familiares
810,Renata,García,24,F,Derecho,1,renata.garcía@universidad.edu,555-0810,8.78,65,4,24,Bajo,0,8.7,9.1,9.1,9.1,9.0,11,20,2025-07-16,Activo,
811,Isidora,Ortega,24,F,Medicina,2,isidora.ortega@universidad.edu,555-0811,4.01,79,2,25,Alto,1,4.0,4.1,4.4,4.1,4.2,30,40,2025-01-17,En Riesgo,Bajo rendimiento académico
812,Carlos,Pérez,21,M,Administración,6,carlos.pérez@universidad.edu,555-0812,6.19,90,2,13,Medio,0,6.0,6.1,6.5,6.0,6.2,90,120,2023-01-18,Activo,
813,Gabriel,Rojas,23,M,Derecho,5,gabriel.rojas@universidad.edu,555-0813,4.67,79,1,12,Bajo,1,4.5,4.6,5.0,4.8,4.7,75,100,2023-07-17,En Riesgo,Pocas horas de estudio
814,Miguel,Rodríguez,18,M,Arte,1,miguel.rodríguez@universidad.edu,555-0814,4.12,57,4,7,Medio,1,4.2,4.6,4.0,4.1,4.2,14,20,2025-07-16,En Riesgo,Baja asistencia
815,Ignacio,Morales,26,M,Arquitectura,3,ignacio.morales@universidad.edu,555-0815,5.51,95,3,14,Medio,0,5.4,5.6,5.6,5.7,5.6,32,60,2024-07-16,Condicional,
816,Carlos,Moreno,18,M,Enfermería,5,carlos.moreno@universidad.edu,555-0816,9.58,54,1,8,Alto,1,9.9,9.9,9.5,9.1,9.6,70,100,2023-07-17,En Riesgo,Baja participación
817,Regina,Rojas,20,F,Medicina,6,regina.rojas@universidad.edu,555-0817,8.82,65,2,24,Medio,1,9.2,8.5,8.7,8.8,8.8,84,120,2023-01-18,En Riesgo,Problemas económicos
818,Joaquín,Guerrero,20,M,Medicina,1,joaquín.guerrero@universidad.edu,555-0818,9.12,80,3,24,Medio,0,8.7,9.4,9.3,8.7,9.0,11,20,2025-07-16,Activo,
819,Joaquín,Castillo,23,M,Ingeniería,4,joaquín.castillo@universidad.edu,555-0819,9.45,67,3,19,Bajo,0,9.9,9.8,9.3,9.5,9.6,40,80,2024-01-18,Condicional,
820,Regina,Ramírez,23,F,Arquitectura,6,regina.ramírez@universidad.edu,555-0820,9.29,64,2,12,Bajo,1,8.8,9.2,9.2,9.0,9.1,90,120,2023-01-18,En Riesgo,Baja participación
821,Sebastián,Aguilar,25,M,Psicología,2,sebastián.aguilar@universidad.edu,555-0821,5.88,90,2,16,Alto,1,6.1,6.1,5.5,5.7,5.8,28,40,2025-01-17,En Riesgo,Bajo rendimiento académico
822,Ana,Delgado,26,F,Enfermería,5,ana.delgado@universidad.edu,555-0822,6.25,66,4,11,Medio,0,6.7,6.5,5.8,5.9,6.2,75,100,2023-07-17,Activo,
823,Magdalena,Medina,25,F,Economía,7,magdalena.medina@universidad.edu,555-0823,6.35,58,3,19,Medio,0,6.8,6.3,6.4,6.0,6.4,89,140,2022-07-17,Activo,
824,Carlos,Guerrero,23,M,Enfermería,4,carlos.guerrero@universidad.edu,555-0824,9.32,98,5,20,Bajo,0,9.5,8.9,9.6,9.0,9.2,60,80,2024-01-18,Condicional,
825,Fernando,Moreno,23,M,Ingeniería,3,fernando.moreno@universidad.edu,555-0825,4.32,62,5,21,Bajo,1,4.5,4.5,4.4,4.2,4.4,45,60,2024-07-16,En Riesgo,Baja asistencia
826,Diego,Castillo,19,M,Administración,7,diego.castillo@universidad.edu,555-0826,4.08,60,2,10,Bajo,1,4.0,4.3,4.0,4.0,4.1,86,140,2022-07-17,En Riesgo,
827,Joaquín,Castro,25,M,Arquitectura,5,joaquín.castro@universidad.edu,555-0827,8.08,56,2,2,Alto,1,7.9,7.7,8.5,7.8,8.0,55,100,2023-07-17,En Riesgo,Baja asistencia
828,Constanza,Ruiz,19,F,Enfermería,2,constanza.ruiz@universidad.edu,555-0828,8.46,66,4,11,Bajo,0,8.1,8.5,8.9,8.6,8.5,26,40,2025-01-17,Activo,
